Hotel_Code,count
611,17
177,17
2151,17
1821,17
982,17
2111,17
395,17
1079,17
1711,17
925,17
277,17
880,17
2652,17
1300,17
2346,17
558,17
1609,17
2210,17
137,17
64,17
2525,17
1556,17
1557,17
1616,17
1772,17
2326,17
1265,17
2231,17
529,17
2285,17
2256,17
501,17
1210,17
259,17
2356,17
1519,17
21,17
1684,17
687,17
949,17
692,17
2055,17
915,17
1904,17
2805,17
2367,17
1908,17
2642,17
704,17
921,17
1147,16
1453,16
2002,16
346,16
1966,16
1379,16
1455,16
349,16
1800,16
1201,16
125,16
253,16
1460,16
201,16
1441,16
117,16
1387,16
352,16
1448,16
161,16
2583,16
1180,16
1309,16
2586,16
2448,16
1768,16
1126,16
1271,16
1100,16
1473,16
2697,16
301,16
304,16
1084,16
2087,16
1851,16
2803,16
159,16
1430,16
208,16
141,16
1174,16
1778,16
185,16
1128,16
560,16
642,16
384,16
518,16
520,16
2408,16
2302,16
1733,16
399,16
655,16
1526,16
660,16
2226,16
2216,16
1662,16
662,16
1600,16
2166,16
2481,16
2477,16
944,16
1628,16
2178,16
449,16
729,16
708,16
931,16
2415,16
580,16
787,16
2447,16
364,16
2418,16
800,16
2277,16
623,16
1578,16
2280,16
1651,16
2420,16
382,16
633,16
894,15
1156,15
264,15
2863,15
832,15
743,15
49,15
2644,15
1931,15
2647,15
287,15
1608,15
2537,15
1546,15
1716,15
2045,15
1292,15
1919,15
505,15
1212,15
2472,15
814,15
1259,15
1769,15
865,15
2247,15
2288,15
2008,15
2304,15
1458,15
1177,15
2960,15
1464,15
55,15
1705,15
296,15
1941,15
773,15
2309,15
2229,15
762,15
534,15
2522,15
493,15
1950,15
467,15
1431,15
2350,15
1214,15
1423,15
80,15
112,15
1886,15
2791,15
1878,15
1404,15
2083,15
1346,15
1088,15
964,15
1347,15
1531,15
1874,15
1754,15
2438,15
2460,15
1401,15
1870,15
1750,15
2752,15
1360,15
682,15
2126,15
82,15
2629,15
1040,15
929,15
1033,15
434,15
197,15
196,15
2053,15
2578,15
19,15
1624,15
1506,15
2095,15
1757,15
1113,15
433,15
2379,15
2120,15
2281,14
2291,14
1386,14
1784,14
1439,14
804,14
651,14
2445,14
2432,14
2262,14
1840,14
1395,14
1231,14
2439,14
2443,14
1699,14
782,14
1959,14
2734,14
209,14
2347,14
2361,14
550,14
1279,14
2338,14
1676,14
746,14
2381,14
187,14
2402,14
1803,14
1410,14
1336,14
1405,14
1257,14
581,14
2980,14
2407,14
1355,14
2306,14
130,14
822,14
164,14
1760,14
1139,14
481,14
916,14
1728,14
2135,14
1776,14
999,14
954,14
1075,14
2646,14
1559,14
878,14
400,14
268,14
1098,14
1155,14
68,14
1743,14
1089,14
1145,14
110,14
279,14
2029,14
2079,14
899,14
482,14
1065,14
1752,14
1055,14
934,14
2856,14
2823,14
2813,14
2058,14
1509,14
926,14
267,14
1198,14
1127,14
1095,14
1542,14
486,14
2510,14
1318,13
1884,13
2164,13
1634,13
1742,13
2740,13
1666,13
423,13
1901,13
946,13
2404,13
573,13
572,13
1327,13
672,13
955,13
1761,13
820,13
2405,13
1512,13
166,13
1042,13
1048,13
1385,13
1836,13
370,13
1051,13
2,13
1647,13
341,13
1015,13
2584,13
378,13
2587,13
3074,13
2163,13
1643,13
2417,13
107,13
327,13
2564,13
394,13
85,13
322,13
175,13
566,13
965,13
1086,13
1403,13
2076,13
3019,13
1122,13
355,13
1722,13
1695,13
2532,13
226,13
1937,13
227,13
1225,13
1940,13
1202,13
890,13
2275,13
1942,13
1471,13
2271,13
2505,13
1734,13
1775,13
1782,13
2251,13
527,13
2013,13
1459,13
1703,13
269,13
2001,13
850,13
547,13
1765,13
2033,13
936,13
302,13
1305,13
1304,13
128,13
3014,13
1213,13
716,13
717,13
1577,13
2806,13
2184,13
2709,13
1914,13
559,13
1709,13
216,13
2255,13
2649,13
46,13
2542,13
733,13
53,12
1570,12
57,12
1833,12
1753,12
1483,12
43,12
1603,12
1796,12
1671,12
3005,12
2873,12
139,12
138,12
1635,12
29,12
1528,12
157,12
3018,12
1472,12
2890,12
1520,12
2790,12
2985,12
1466,12
59,12
1552,12
604,12
1655,12
276,12
2201,12
2540,12
2061,12
1110,12
565,12
702,12
2214,12
2031,12
1158,12
665,12
2023,12
2071,12
2364,12
1173,12
1178,12
1179,12
408,12
478,12
480,12
489,12
1204,12
1977,12
2068,12
2072,12
833,12
429,12
966,12
984,12
2779,12
994,12
995,12
2165,12
1004,12
1008,12
1010,12
2129,12
2175,12
1083,12
935,12
2119,12
2179,12
1029,12
358,12
340,12
339,12
684,12
1064,12
2595,12
835,12
1999,12
2730,12
1263,12
220,12
517,12
788,12
2495,12
1296,12
2724,12
783,12
2750,12
2493,12
775,12
526,12
1330,12
766,12
543,12
179,12
1344,12
1345,12
1861,12
2441,12
1842,12
2762,12
2284,12
969,12
1963,12
562,12
2503,12
513,12
2681,12
230,12
1247,12
1260,12
2360,11
2260,11
567,11
2310,11
2322,11
924,11
754,11
714,11
490,11
83,11
840,11
54,11
748,11
741,11
2554,11
698,11
950,11
838,11
718,11
2336,11
2555,11
546,11
1540,11
2921,11
2938,11
1690,11
2283,11
2218,11
877,11
884,11
1561,11
460,11
453,11
2879,11
875,11
827,11
44,11
848,11
564,11
2964,11
445,11
808,11
913,11
917,11
2190,11
2237,11
2268,11
2521,11
1618,11
1046,11
397,11
2561,11
1276,11
1275,11
134,11
2696,11
1436,11
2690,11
242,11
251,11
2414,11
1786,11
1219,11
1218,11
1217,11
9,11
10,11
1209,11
2412,11
2707,11
1915,11
204,11
181,11
1829,11
2766,11
1367,11
174,11
178,11
2457,11
620,11
621,11
1310,11
1331,11
3,11
2462,11
3052,11
1315,11
2792,11
587,11
657,11
1993,11
1995,11
92,11
2082,11
2615,11
2608,11
1070,11
103,11
2351,11
357,11
2117,11
2386,11
2382,11
1018,11
2128,11
2134,11
2369,11
1518,11
2572,11
1997,11
2066,11
2633,11
1771,11
1194,11
1193,11
1184,11
122,11
2021,11
661,11
1467,11
2389,11
2354,11
1159,11
1475,11
2032,11
1131,11
2359,10
2375,10
2454,10
2399,10
1682,10
2385,10
2467,10
1835,10
2341,10
1975,10
1764,10
2026,10
2655,10
2022,10
2670,10
2672,10
1979,10
2810,10
2736,10
2337,10
2751,10
1900,10
1801,10
1895,10
1883,10
1811,10
1880,10
1847,10
2639,10
2632,10
2067,10
2098,10
2999,10
1697,10
2300,10
2270,10
2267,10
2257,10
2504,10
2235,10
2519,10
2526,10
2527,10
2888,10
2862,10
2187,10
2851,10
2837,10
2122,10
2149,10
0,10
292,10
588,10
553,10
360,10
556,10
118,10
1108,10
1420,10
871,10
869,10
334,10
1362,10
1340,10
146,10
1125,10
845,10
23,10
17,10
1354,10
1350,10
1148,10
826,10
883,10
896,10
1527,10
81,10
473,10
1262,10
492,10
968,10
498,10
1409,10
1027,10
75,10
942,10
1407,10
1406,10
1052,10
1402,10
923,10
77,10
922,10
1058,10
905,10
902,10
819,10
1429,10
676,10
1208,10
193,10
1188,10
1216,10
730,10
644,10
792,10
683,10
1282,10
797,10
231,10
160,10
293,10
725,10
194,10
671,10
76,9
425,9
2110,9
2631,9
1057,9
1970,9
1814,9
238,9
2096,9
1068,9
1394,9
396,9
1238,9
1923,9
2112,9
72,9
1946,9
2534,9
2886,9
2885,9
1003,9
1274,9
2738,9
2716,9
2113,9
1802,9
1023,9
1926,9
436,9
206,9
2548,9
1832,9
2091,9
1383,9
1393,9
239,9
255,9
1313,9
1903,9
2667,9
1109,9
283,9
2651,9
2650,9
1144,9
2005,9
286,9
1889,9
2037,9
1149,9
2643,9
2016,9
1157,9
1105,9
2062,9
2064,9
1372,9
392,9
240,9
1976,9
173,9
391,9
2085,9
2571,9
1307,9
1099,9
1843,9
2574,9
1092,9
374,9
1093,9
2682,9
2070,9
2812,9
63,9
1421,9
1589,9
1584,9
829,9
830,9
2451,9
855,9
2458,9
872,9
1724,9
557,9
3004,9
1566,9
1731,9
2473,9
1564,9
39,9
882,9
1553,9
1550,9
2476,9
607,9
806,9
893,9
805,9
1640,9
1639,9
2368,9
691,9
690,9
1631,9
726,9
737,9
3123,9
757,9
2391,9
1678,9
3093,9
790,9
2294,9
645,9
5,9
2426,9
2274,9
1652,9
3007,9
1261,9
972,9
51,9
2183,9
2911,9
507,9
1763,9
2185,9
1491,9
2189,9
1476,9
1501,9
2180,9
933,9
2900,9
928,9
903,9
511,9
910,9
475,9
906,9
2494,9
509,9
41,9
448,8
1017,8
2665,8
2500,8
2303,8
784,8
248,8
2312,8
2676,8
667,8
2688,8
768,8
953,8
1965,8
750,8
2384,8
710,8
712,8
2733,8
202,8
1256,8
2154,8
488,8
1956,8
2371,8
1243,8
724,8
207,8
452,8
962,8
734,8
2657,8
1230,8
1196,8
2207,8
1195,8
647,8
866,8
2234,8
2557,8
525,8
555,8
2580,8
1102,8
1101,8
554,8
911,8
2074,8
907,8
2080,8
1091,8
1085,8
900,8
2213,8
463,8
2594,8
2598,8
2620,8
940,8
2419,8
2176,8
2427,8
2568,8
2641,8
810,8
1030,8
1143,8
2616,8
2265,8
932,8
2108,8
2609,8
2039,8
2450,8
801,8
542,8
1440,8
1348,8
2958,8
1511,8
2967,8
1522,8
2970,8
2977,8
1738,8
2991,8
27,8
1388,8
168,8
1723,8
1572,8
1890,8
1573,8
2776,8
1574,8
2769,8
25,8
1877,8
2916,8
6,8
2910,8
2858,8
2859,8
1828,8
1822,8
1849,8
1817,8
2831,8
2869,8
2830,8
2829,8
2875,8
1805,8
135,8
2881,8
2893,8
1359,8
1869,8
2894,8
2896,8
3011,8
2780,8
1834,8
2735,8
2746,8
1622,8
3078,8
1614,8
1692,8
1299,8
3189,8
1295,8
1311,8
1644,8
2861,7
1073,7
1009,7
752,7
680,7
2132,7
455,7
457,7
707,7
2323,7
461,7
462,7
758,7
993,7
759,7
468,7
1433,7
679,7
2899,7
451,7
2366,7
1660,7
1665,7
2373,7
2864,7
1044,7
1031,7
1059,7
2868,7
722,7
1408,7
2339,7
2878,7
1826,7
2332,7
443,7
2329,7
2400,7
1021,7
1016,7
2560,7
2901,7
3051,7
1779,7
860,7
2230,7
2282,7
1611,7
3061,7
2278,7
586,7
2239,7
3053,7
2461,7
858,7
795,7
803,7
603,7
849,7
2449,7
606,7
1585,7
825,7
3037,7
2266,7
2228,7
576,7
2313,7
918,7
2918,7
3044,7
1766,7
1623,7
777,7
2941,7
668,7
2484,7
536,7
1683,7
640,7
1521,7
2298,7
1524,7
3082,7
1687,7
40,7
2983,7
881,7
1725,7
521,7
2362,7
1365,7
1932,7
2654,7
1107,7
1980,7
1864,7
2590,7
1152,7
2668,7
1925,7
2747,7
265,7
333,7
2599,7
1280,7
2804,7
2638,7
2759,7
1917,7
2043,7
2677,7
2679,7
1916,7
189,7
2605,7
1351,7
1972,7
1912,7
2607,7
2774,7
1211,7
1181,7
1885,7
2078,7
87,7
2075,7
1945,7
1934,7
199,7
2732,7
200,7
2786,7
2363,7
1943,7
289,7
1380,7
1273,7
2849,7
2852,7
1853,7
2625,7
359,7
1938,7
2994,6
612,6
1981,6
1074,6
2645,6
1598,6
1906,6
618,6
3039,6
1987,6
1185,6
610,6
816,6
2238,6
1718,6
2463,6
2778,6
3008,6
2767,6
867,6
584,6
1328,6
3013,6
14,6
2009,6
2671,6
3030,6
2675,6
2236,6
609,6
2854,6
656,6
1607,6
3136,6
3113,6
2719,6
681,6
203,6
751,6
3130,6
747,6
739,6
688,6
3152,6
2754,6
1258,6
689,6
1667,6
2349,6
2352,6
3213,6
695,6
1270,6
709,6
2712,6
1246,6
2320,6
3103,6
1613,6
186,6
2413,6
1621,6
1228,6
653,6
1233,6
1685,6
780,6
1284,6
778,6
2748,6
771,6
1922,6
763,6
675,6
2315,6
3094,6
2317,6
2992,6
561,6
2984,6
1121,6
2533,6
1868,6
998,6
996,6
2603,6
1264,6
985,6
485,6
2895,6
2509,6
2604,6
2018,6
2041,6
1463,6
951,6
948,6
2797,6
2919,6
62,6
2925,6
2491,6
2138,6
2136,6
1770,6
1799,6
2853,6
2559,6
2860,6
2841,6
1063,6
2839,6
418,6
1398,6
1369,6
2073,6
2867,6
2109,6
373,6
1816,6
2835,6
1026,6
2546,6
1024,6
98,6
2585,6
1012,6
2177,6
1445,6
1266,6
538,6
1341,6
313,6
904,6
2794,6
1165,6
45,6
898,6
909,6
522,6
897,6
2950,6
2488,6
1514,6
326,6
1538,6
2975,6
887,6
2634,6
1479,6
1338,6
2876,5
446,5
444,5
2820,5
2739,5
2793,5
350,5
2773,5
2824,5
2846,5
3131,5
3132,5
3203,5
88,5
2872,5
703,5
3255,5
2969,5
2380,5
3157,5
294,5
312,5
303,5
3006,5
3190,5
2971,5
2550,5
2376,5
614,5
2591,5
2760,5
2411,5
2506,5
2612,5
2487,5
2903,5
2606,5
639,5
636,5
2796,5
2710,5
2757,5
2920,5
2940,5
2429,5
2437,5
2937,5
2929,5
2935,5
3024,5
652,5
487,5
3020,5
2592,5
592,5
2490,5
2966,5
2764,5
3091,5
2528,5
3084,5
2456,5
172,5
2761,5
2479,5
2801,5
474,5
2515,5
2694,5
2613,5
272,5
1653,5
1984,5
1191,5
1461,5
2241,5
1887,5
1888,5
1456,5
1597,5
2077,5
834,5
1096,5
1996,5
2065,5
990,5
2287,5
1787,5
1686,5
1681,5
2276,5
1680,5
1186,5
1677,5
1112,5
1183,5
2049,5
1308,5
1971,5
1067,5
1066,5
876,5
992,5
1357,5
1530,5
971,5
1478,5
957,5
1007,5
947,5
1199,5
2125,5
1343,5
1025,5
1860,5
2186,5
1717,5
1580,5
1994,5
2193,5
1220,5
1581,5
2217,5
2219,5
1465,5
1797,5
1190,5
1812,5
789,5
2301,5
2305,5
1957,5
1809,5
1175,5
2012,5
723,5
1637,5
1669,5
2030,5
1291,5
1281,5
2011,5
1171,5
1382,5
1824,5
1664,5
1670,5
2035,5
1630,5
1909,5
1626,5
715,5
1242,5
1627,5
2015,4
430,4
2731,4
1503,4
2627,4
1049,4
2530,4
1172,4
1053,4
2961,4
2017,4
2962,4
2553,4
2963,4
1496,4
441,4
2118,4
1844,4
263,4
2637,4
2933,4
1363,4
2133,4
2847,4
48,4
2924,4
149,4
2939,4
2020,4
2838,4
1991,4
1823,4
2601,4
2814,4
2610,4
1783,4
2877,4
2656,4
1106,4
1857,4
2827,4
1413,4
2007,4
2891,4
2042,4
1119,4
69,4
1141,4
2596,4
1366,4
1137,4
1140,4
1858,4
383,4
1468,4
2660,4
2865,4
2866,4
2619,4
398,4
2618,4
1414,4
2870,4
1071,4
2563,4
2614,4
2915,4
2567,4
2661,4
1151,4
1810,4
2570,4
2907,4
991,4
1470,4
2520,4
2430,4
3127,4
1244,4
3118,4
3117,4
2286,4
793,4
3116,4
3111,4
2424,4
1320,4
798,4
2703,4
837,4
1679,4
1896,4
2700,4
3076,4
812,4
815,4
2771,4
988,4
2258,4
221,4
3069,4
1629,4
761,4
2713,4
2715,4
719,4
1944,4
1936,4
3234,4
2725,4
1278,4
1254,4
2342,4
2340,4
3191,4
1633,4
744,4
745,4
756,4
2387,4
2741,4
2319,4
2742,4
1927,4
1248,4
3163,4
3150,4
3148,4
1893,4
2843,4
937,4
1206,4
1713,4
3012,4
1576,4
2486,4
2188,4
1721,4
1604,4
2155,4
1978,4
2997,4
2995,4
151,4
519,4
1983,4
2497,4
491,4
1732,4
956,4
1356,4
3015,4
2674,4
2232,4
986,4
1334,4
1236,4
3057,4
600,4
859,4
1594,4
2243,4
1504,4
1591,4
1985,4
2965,4
1588,4
2516,4
1523,4
1335,4
1529,4
1947,3
2836,3
1272,3
2737,3
2802,3
2821,3
1370,3
1899,3
2819,3
1333,3
2816,3
2785,3
2765,3
2828,3
2788,3
1368,3
2789,3
2755,3
152,3
1339,3
2753,3
2809,3
1894,3
711,3
2844,3
1675,3
3107,3
3106,3
1625,3
3095,3
3086,3
3085,3
1617,3
1615,3
3073,3
3071,3
3068,3
3060,3
3059,3
3047,3
3045,3
3040,3
3038,3
1587,3
3029,3
3110,3
3119,3
2845,3
3121,3
3256,3
1657,3
3252,3
3217,3
3215,3
1638,3
3210,3
3196,3
3186,3
3185,3
3181,3
3180,3
3177,3
3176,3
3145,3
3140,3
3139,3
3138,3
3133,3
3021,3
1710,3
3017,3
1712,3
2913,3
2905,3
2904,3
1454,3
2902,3
1785,3
1443,3
2897,3
1788,3
1418,3
1417,3
1416,3
2889,3
2887,3
2880,3
1818,3
2850,3
2848,3
1371,3
2914,3
2917,3
1774,3
2974,3
3000,3
1729,3
1730,3
2988,3
2987,3
1560,3
1735,3
1532,3
2973,3
2926,3
2959,3
2949,3
2944,3
2943,3
2936,3
2932,3
2930,3
2927,3
1948,3
2832,3
1949,3
677,3
2027,3
594,3
2452,3
605,3
821,3
2444,3
2269,3
626,3
311,3
2630,3
2436,3
2019,3
2635,3
2636,3
298,3
2435,3
1176,3
2428,3
2648,3
2006,3
2421,3
1187,3
2292,3
648,3
271,3
649,3
2311,3
2669,3
2401,3
324,3
2242,3
2611,3
938,3
2531,3
2529,3
2518,3
987,3
973,3
1028,3
2552,3
424,3
2556,3
2097,3
2562,3
2502,3
2501,3
390,3
2225,3
1094,3
2192,3
344,3
2729,3
1111,3
885,3
2220,3
1118,3
2593,3
2597,3
2602,3
2040,3
874,3
2314,3
634,3
721,3
234,3
1973,3
1253,3
753,3
2353,3
686,3
2692,3
2718,3
2721,3
2378,3
1964,3
2711,3
219,3
727,3
2374,3
2689,3
2705,3
1982,3
2685,3
2727,3
2972,2
2140,2
2370,2
2489,2
1575,2
3010,2
3251,2
914,2
3250,2
895,2
3248,2
3239,2
544,2
3236,2
3235,2
2956,2
3023,2
3225,2
1759,2
1583,2
3025,2
3296,2
3026,2
3027,2
879,2
3224,2
3223,2
1586,2
1569,2
1000,2
3280,2
3003,2
2979,2
3270,2
3267,2
1533,2
1525,2
2981,2
2982,2
1534,2
3286,2
2159,2
3262,2
2968,2
3261,2
3260,2
2986,2
713,2
1516,2
943,2
2993,2
1513,2
3034,2
2998,2
1565,2
2517,2
3001,2
3293,2
2523,2
2492,2
3161,2
3221,2
2293,2
796,2
3109,2
2390,2
2425,2
794,2
3114,2
3178,2
2289,2
3120,2
646,2
3122,2
791,2
3126,2
2393,2
3172,2
3101,2
3170,2
3169,2
2296,2
3134,2
2299,2
3137,2
3168,2
3164,2
2395,2
3144,2
2397,2
3151,2
2396,2
3154,2
3187,2
3098,2
873,2
3072,2
863,2
3042,2
3220,2
1668,2
3212,2
3049,2
851,2
3054,2
602,2
3209,2
3062,2
3065,2
3066,2
3207,2
3204,2
3097,2
3202,2
3075,2
3200,2
3077,2
2440,2
3083,2
3199,2
3197,2
3193,2
738,2
3092,2
628,2
2946,2
635,2
459,2
3016,2
2945,2
1827,2
1819,2
2706,2
1820,2
1322,2
1898,2
2623,2
1831,2
1285,2
2855,2
1164,2
2704,2
1373,2
170,2
2702,2
1160,2
1813,2
1240,2
2034,2
2874,2
1807,2
1411,2
2036,2
1412,2
2882,2
2883,2
2884,2
2600,2
1133,2
1306,2
2892,2
2588,2
2628,2
305,2
2842,2
2818,2
2678,2
1986,2
2795,2
1342,2
2673,2
2686,2
1200,2
